,문장,hate,probability,pred
2642,넘재밌었음강문영씨화이팅 김광규씨화이팅최성국시나오디마,0,0.1201529,0.0
2643,네 다음 시청률꼴쮜~!,0,0.24369937,0.0
2644,네 다음 철구랑 어울리던분,0,0.13752936,0.0
2645,네 잘알겠습니다 관심없어요,0,0.11977049,0.0
2646,네명 다 매력 터지는데 옥주현 나올때더욱 집중된다 ...,0,0.12528174,0.0
2647,네이버 오늘부로 끊으련다 기사같지도 않은..,0,0.25225174,0.0
2648,"노라조 ""형""이란 노래로 힘들 때 위로를 받곤 했습니다. 앞으로도 노라조라는 이름으로 여러 사람에게 즐거움과 위안을 주시면 감사하겠습니다.",0,0.13118865,0.0
2649,노라조 화이팅,0,0.13147211,0.0
2650,노래 참 잘하고 성실함이 보이네요.응원♡♡♡,0,0.18198776,0.0
2651,노력마니 하네. 언니 존경합니다. 물론 부모님 재력이 뒷받침되었겠지만. 그래도 유학가서 공부안하고 노는애들진짜 많은데,0,0.28056476,0.0
2652,노잼 .. 대사가 안들려서 넷플릭스에서 자막 키고 봤는데 2화까지 보고 못보겠다..,0,0.74387497,1.0
2653,노지훈 꽃길만 걷자 불후의명곡에서도 보고싶어요 노력이란노래 듣고 울었네요,0,0.1280383,0.0
2654,논란 해명 부탁드립니다,0,0.11542138,0.0
2655,논란은 늘 이런 기사의 제목이 한 몫 하는 듯!돈 많은 사람들은 돈을 써야 경제가 돌아가죠 명품을 입든말든~ 이런 제목 진짜 별루에요..ㅡㅡ,0,0.59224963,1.0
2656,논란이고 나발이고 이상민 미우새 지겹다 이제그만하차해라,0,0.9750495,1.0
2657,놀라울 27 후ㄷㄷ,0,0.13498475,0.0
2658,누가 앵두를 찍었다고 거짓말을 대놓고 하냐 ㅋㅋ,0,0.44911423,0.0
2659,누가 응원을 해요?? 응원물결이 있어요?,0,0.11724476,0.0
2660,누가꽃이인지 잘모르겠어용ㅎㅎ,0,0.49243543,0.0
2661,누가사고가났던 일단의료사고가 났다는게....어디병원이죠 거기,0,0.13763282,0.0
2662,누구 이창섭 태도 별로라고 하신분 ㅋㅋㅋㅋㅋ,0,0.12607297,0.0
2663,누구냐 넌!!!! (올드보이 생각나네),0,0.4112771,0.0
2664,누구랑결혼할지 절세미인이랑 부럽네,0,0.13012283,0.0
2665,누구신지 ㅠㅠ,0,0.32740974,0.0
2666,누군가의 상상아님? 예고보니 살아있더만,0,0.12372675,0.0
2667,누군지 나만 모르나ㅜ,0,0.37511024,0.0
2668,"누군지 모르겠지만 40,50대 아저씨들 야광봉으로 얼굴때린건 반성해라",0,0.8592872,1.0
2669,누군지 밝히면?? 그 멤버도 피해자예요. 누가 조작해달라고 했습니까? 위에서 다 조작해놓고 지금 활동 끝난지가 언젠데 이제와서 이러고 있으니 지금 모두 피해자라고요. 왜 화살이 멤버들한테 가나요 (동의합니다),0,0.18438455,0.0
2670,누군지누모르겠지만 제발 좌파 민주당지지자였으면,0,0.7883916,1.0
2671,누군지는 정말 모르지만 항상 모르겠습니다...,0,0.13301471,0.0
2672,누군지도 모르고 관심도 없음,0,0.1253627,0.0
2673,누군지도 모르지만 옛다 관심 !,0,0.18623322,0.0
2674,누나 아프지마 ㅜㅜ,0,0.5484275,1.0
2675,누나는 시집 잘감 ㅇㅇ,0,0.124673836,0.0
2676,누명 아니고 강기사 아저씨 다예 아빠 칼로 찔러 죽임 무슨 누명이야 다예가 강기사 아저씨칼로 찔러 죽일듯,0,0.8618031,1.0
2677,눈가의 주름보니 둘다 천생연분....... 핸디캡 마저 똑같네요.......,0,0.7436022,1.0
2678,눈물났어요 ㅠㅠㅠ....진짜 아기가 엄마의 마음을 닮아서 천사같은듯,0,0.22243638,0.0
2679,눈빛이 소름돋는다는거.. 나만 못느끼나.... 당연히 사람이 말하면 쳐다볼수있는거 아닌가.. ?,0,0.8561663,1.0
2680,눈에 슬픔이 보인다,0,0.12629057,0.0
2681,눈이 부시게 재미있게 봤어요~!,0,0.7724997,1.0
2682,눈크다고 다 이쁜건 아니구나.이분이나 홍수아나 눈이 무서워.,0,0.68507373,1.0
2683,뉴스룸 김남주가 한번 하지...진짜 아나운서 같던데...,0,0.12488375,0.0
2684,뉴이스트 리더 jk가 떨어진 게 말도 안된다고 생각했는데,0,0.119499095,0.0
2685,느낌상 변소장같음 반전으로갈라면,0,0.12866278,0.0
2686,느무 재미 없다.,0,0.16227336,0.0
2687,늑대 여우 코요테,0,0.17225152,0.0
2688,늙은 티 나긴 남..이젠 소년미는 아니야..차라리 몸이라도 키워요..,0,0.98714197,1.0
2689,능력있네요 부럽다,0,0.09973094,0.0
2690,니 말뿐이잖아 구체적증거를 내놔 계좌이체했음 이체기록과 중고나라거래했음 거래기록,0,0.13185947,0.0
2691,니 아부지가 염라언니였어 ㅍㅎㅎ,0,0.7953421,1.0
2692,님이 구매해서 기부해주세요,0,0.11972053,0.0
2693,다 방송 시청률 잘 나오고 평 좋으니까 시즌2 나오는 겁니다. 여기서 아무리 욕해봤자 보는 사람들은 다 재밌게 봄,0,0.14019425,0.0
2694,다 방송이고 대본이에요 ㅋㅋ 땡깡좀 부리고 해야지 재밋지,0,0.8388684,1.0
2695,다 자기 업보예요 김구라가그렇게조언해줬는데ㅠ이제는행복하세요,0,0.1207495,0.0
2696,다 좋은데 남양유업 같은곳 위해서 일하지마라,0,0.13573034,0.0
2697,다 좋은데. 남양유업 사회 공헌팀 ㅜㅜㅜㅜ. 하신 행동은 정말 훌륭하세요. 저 여자분의 생명의 은인임. 강간하고 살해당할수도 있었음..근데 남양 유업 ㅜㅜ,0,0.8634173,1.0
2698,다 한때다 .. 냅둬라 지멋이라는데...10때 유행옷 20대때 다시입으라하면 못입듯히 나이가점점 차고 삼십줄되면 다 알아서 멈출거다냅둬라,0,0.5401409,1.0
2699,다니엘 잘못한거 없어요 공룡과 힘겨운 분쟁할때당신을 행복하게 해줄 사람 만나는 거ㅡ무조건 응원합니다,0,0.62917984,1.0
2700,다니엘헤니 내남편 내남자 ~♥,0,0.87439024,1.0
2701,다둥이 뜻을 모르는것 같습니다..기자님...무튼 축하해요.,0,0.7725611,1.0
2702,다들 심심한가봐요 사실일수도 거짓일수도있는거아니예요 그여자 한만디에 모든게사실이 되나요? 오달수씨 불쌍...,0,0.36357477,0.0
2703,다들 지식입장이어봐요 그게 쉽게 갚어지나나라도 내가빌린것아니라 갚을마음없다도의적인 성의보였네 김영희..법적으로도 상속포기라는게있어 부모 빚갚을의무 없지않나..김영희 대놓고 욕하는사람..너나 잘해라,0,0.5361634,1.0
2704,다들사랑받지못한체살아와 인생이 말이아니네요 참... 불쌍합니다..,0,0.13360164,0.0
2705,다른 멤버들은 뭔 죄냐 ㅋㅋ,0,0.14317478,0.0
2706,다른 사람과 다름을 인정해 주면 되는데틀리다고 잣대질 하는 사람들늙닭이니 틀탁이니 기성세대 욕하는 젊은 세대의꼰대질 내가 못하는 걸 하니까 틀리다고,0,0.9884675,1.0
2707,다른 사진 봤더니 원래 퉁퉁하시던데...,0,0.13849635,0.0
2708,다른 애들이 더 나은데 왜이렇게 띄워주는지..,0,0.2461935,0.0
2709,다름과 비정상은 전혀 다른얘기임.본인이 자연의 순리를 거슬렀으면서 나머지 사람들을 나쁜 편견자라고 하면 안되요. 치료받고 돌이킬수있는 길이 열리기를 바랍니다. 힘겨워보여요.,0,0.6812548,1.0
2710,다리길어보이기위해그랬겠지마는 옆과 뒤를 너무 팠다적당히 했으면 멋있었을것을 민망하노,0,0.76615036,1.0
2711,다버리고 나영석.데려와서 시즌1가자 강호동.이수근.이승기.김종민.은지원 김c.mc몽 복귀작 가자,0,0.1663457,0.0
2712,다봤는데 뭔내용인지,0,0.123454414,0.0
2713,다솜도 인기가 많군 또 질투글이 배댓인거보니.. 도대체 어디가 설정같다는거냐? 나는 다른연예인들보다 더 꾸밈없이 혼자라이프 보여주는것같아서 보기 좋더만,0,0.21132047,0.0
2714,다솜씨 다음엔..산에백숙먹으러 '아빠'랑 가지말구 '오빠'랑가요~난 다솜이좋드라~ㅋㅋㅋ ㅋㅋ그리고 개예쁨♡♡♡,0,0.32263666,0.0
2715,다시 멋진 삶 살기바래요~ 사랑할땐 다 눈이 멀어져요 잊고 다시 시작함되요~,0,0.114418775,0.0
2716,다시 배달하셔야될듯ㅋㅋ,0,0.12554003,0.0
2717,다시 보고 싶다. 너무 예쁜 첫째부터 세상에서 제일 귀여운 막내 딸까지 그립다.,0,0.8134892,1.0
2718,다시 찐다ㅋㅋ,0,0.952765,1.0
2719,다시 현빈 역시 현빈 너무 잘생기고 연기도 잘해~!!,0,0.1697547,0.0
2720,다신 나오지 말아라,0,0.82925504,1.0
2721,다음 생에는 중국 남자 만나야지,0,0.61612433,1.0
2722,다음 세상엔 저 몸으로 태.........................,0,0.7887604,1.0
2723,다음 화는 꽃길 걷장,0,0.12396071,0.0
2724,다음은 첩보액션물이나 천재물리학자 역이 겁나 잘어울릴거같음 사랑하오,0,0.50117934,1.0
2725,다음차례 구구단. 언능 해라.,0,0.91200835,1.0
2726,다필요없고 김지원이 진짜 이쁘더라,0,0.12347981,0.0
2727,단기간에? 요요 온다,0,0.12627475,0.0
2728,단이 불쌍해서 마지막 안봤어 퉤다,0,0.12646331,0.0
2729,단짠오피스 난 신소율버전이 더 좋았음 연기나 느껴지는 에너지가 풍부했어,0,0.12620008,0.0
2730,단톡 내용을 자꾸 기사거리화하는것도 좋은건 아니다. 승리말처럼 그것또한 개인정보 유출 아닌가.,0,0.13336581,0.0
2731,달수형 돌아와요..!,0,0.11949513,0.0
2732,달수형은 반드시 돌아온다. 진실을 볼줄아는 사람들이 있기 때문이지.,0,0.12732436,0.0
2733,답답하긴 한데 둘이 친해보이던데 이런 반응을 연경선수가 원하진 않을듯.. 정 불편하면 자르겠죠,0,0.3914763,0.0
2734,"답은 간단합니다. 손흥민 보다 시야,패스능력,센스가 뛰어난 선수가 같이 뛰어서 손흥민이 믿고 공격할수 있는 선수가 같이 뛰면 됩니다. 그러니까 이강인 선발로 기용하라고요 벤투 감독님!!",0,0.12884964,0.0
2735,당신을 믿습니다꼭 전보다 더 건강한 모습으로 만나요멋진 허지웅 화이팅!,0,0.81495094,1.0
2736,당연히 사과하는게 맞지. 공개적으로 팔로우사실 공개해서 전국구로 망신준게 분명 무슨 의도가 있다고밖에볼수없음.. 게다가 장성규 유부남이잖아? 이게 대놓고 작정하고 욕먹이려고 한게 아님 뭐임?,0,0.8426134,1.0
2737,당연히 성추행이지! 한명의 여성이라도 성적 수치심 느낀다면 성추행이다. 빠른사과 아니었으면 고소감이지,0,0.7392032,1.0
2738,대기업에서 근무 중인 9살 연하 미모의 재원 .. 이런글 좀 쓰지마라 그게 왜 기사에 나와야되는데? 너무 식상하다,0,0.63563603,1.0
2739,대다수 국민들이 속으로는 마닷 좋아하고 응원하면서 앞으로 잘하라는 의미에서 괜히 질책하는겁니다 마닷 화이팅 ~ !!,0,0.12633924,0.0
2740,대리비올리니깐 자꾸 음주운전들하지..코앞가는것도 이만원달라하구...,0,0.6093753,1.0
2741,대마는 절대로 하지말자,0,0.73274124,1.0
2742,대박 미모다 낼모레 오십아냐?!!,0,0.13407518,0.0
2743,대박이다.엄마왜저럼ㅜㅜ 아가씨들보다 이쁘다,0,0.8834857,1.0
2744,대배우님 절대 잘못한 거 없어요 힘내세요,0,0.11942496,0.0
2745,대은아 혹시나 협박받고 있거나 약점 잡힌거 있으면 내년 크보 첫 선발경기에서 보크해,0,0.20250224,0.0
2746,대장 언제쯤 나오나요?ㅜ,0,0.13227245,0.0
2747,대중은 개인 인스타그램에서도 저런 사진을 원했던것이지 ㅠ 하지만 현실은 그렇지 못했고!,0,0.4632304,0.0
2748,대통령 연설하는데 재수없게시리쯔쯔.,0,0.8231323,1.0
2749,대패삼겹살은 부산대 앞을 중심으로 백대표가 말하는 시기보다 훨씬 앞서 팔고 있었던 것으로 아는데.. 너무 극적인 요소를 말하려고 그랬었나.. 열심히 노력했다는 것에 대해서는 인정,0,0.50786716,1.0
2750,대표팀 오래 해주세요최고ㅜㅜ,0,0.12264592,0.0
2751,대학가요제 '잘 부탁드립니다.' 이 노래 유명했는데 모르는 사람 많네요.,0,0.12764385,0.0
2752,대한민국 3대 도둑놈 1위 조세형 2위 간장게장 3위 비,0,0.80173826,1.0
2753,대한민국엔 2명의 부처가 산다. 서장훈과 안재현. 그들 덕분에 나라가 망하지 않고 유지되는거다,0,0.67786247,1.0
2754,대한민국은 신기한 민족이다.노래 잘하는 사람이 인구 5천만에 5천만 되는 것 같다ㅋ자존심만 강해서 남들과 타협도 못 하는 성질의 민족성.역시 개개인은 뛰어나구나ㅎ,0,0.8513306,1.0
2755,댓글 왜 이래 진짜... 넘 한심하다...,0,0.8556984,1.0
2756,댓글 진짜 더럽네. 본인이 끄적인 이 몇마디가 남에게는 큰 상처가 될 수 있다는 것을 모르는건가,0,0.82770973,1.0
2757,댓글 투척,0,0.20194004,0.0
2758,댓글들 보니깐 아직 우리나라 선비들이 판을 치네 하긴 평생 그렇게 틀 속에 갇혀있어야 니들 답지^^ 그지?ㅎ,0,0.9743989,1.0
2759,댓글들 진짜 무섭다 ;;댓글알바인가??사람이 그럴수도 있지 .. 한마디 잘못했다고 사람진짜 물어뜯네 ;;;;;;;;; 무서워서 숨만쉬고 살아야 '할판..;,0,0.8969932,1.0
2760,댓글들이 아주 국민프로듀서들 나셨네요 ㅋ ㅋ ㅋ ㅋ ㅋ 쟤들보다 니들이 더웃기다 ㅋ,0,0.8310838,1.0
2761,댓글수보니 재밌는대 득달같이달려드는 수준인대?,0,0.6405957,1.0
2762,댓글에 전처 딸 얘기가 많아서 악플 그만 하라한건데...송윤아님 편하게좀 두세요. 아니라는데 자꾸 그러시지 마세요. 좀자식 낳고 잘사는데...,0,0.7645694,1.0
2763,댓글에서 전지현만 싸잡아서 다 욕하는데ㅋㅋㅋ과연 우리 나라 그 많은 연예인들 중에 기부 하는 사람이 30명은 될까??,0,0.14080103,0.0
2764,댓글을 보니 성유리는 아직 대세가 맞네,0,0.5180988,1.0
2765,댓글이 없네....,0,0.15683909,0.0
2766,댓글이 없다.........,0,0.11898898,0.0
2767,댓글이 없다니 1등,0,0.12050146,0.0
2768,댓글이너무웃김 해외에서볼까무섭단다ㅋㅋㅋ,0,0.16602774,0.0
2769,댓글창 당황스럽다 평이 너무 갈리네 뭐가 진짜인지,0,0.12157038,0.0
2770,댓들마다 아직도 일진설 믿고 있는 사람들 넘 많네 ㅋㅋㅋ 지금이 2010년도도 아니고. 언제까지 그 시대에 매달리며 살래??,0,0.46112484,0.0
2771,더 멋지긴한데 통통할때의 신동이 좋다 건강생각하며 뺀건 잘한거같네요 통통이 신동도 그립지만 지금은 정말 꽃미남이네요 최고의 성형은 다이어트 탄수화물줄입시다 모두 건강행쇼,0,0.21658905,0.0
2772,더 빼면 진짜 이쁘겠다.,0,0.72035956,1.0
2773,더 자숙하세요. 음주운전은 살인미수!,0,0.35628206,0.0
2774,더불어민주당 의문의 침묵 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0.121549845,0.0
2775,"덕후, 코스프레 좋다 이거야. 근데 의상이 몇몇 사람들에게 물음표를 떠올리게 할 만큼 너무 노출이 심하단거지. 하의는 스타킹 라인보다 짧던데 의상 만든 사람이 사람이 입는게 아니라 게임캐릭터가 입는다 몰두해서 만든듯.",0,0.3140902,0.0
2776,데리고 잇는 애들이 그렇게 사고를 쳐놧으니..책임을 질때도..됫지..,0,0.9789885,1.0
2777,데일리컷이 아주 잘어울료,0,0.1205957,0.0
2778,도가 넘었다,0,0.12285431,0.0
2779,도경환은 그냥 별로.. 왜 그런지 모르겠는데 너무 이미지 만드는 느낌;,0,0.12505239,0.0
2780,도균이 현주한테 저렇게 매달리는데 차인거냐 ㄷㄷ,0,0.60498804,1.0
2781,도깨비속 소름끼치던 간신에서 코믹까지 두루두루 연기 진짜 좋아요,0,0.137078,0.0
2782,도끼가 얼핏 비호감(?) 스러운 언행을 했을지 몰라도 실상 보자면 쇼미도 심사위원에서 도끼 더콰이엇 빠진 이후로 질이 급락;;했고.... 힙합계에서 이정도로 신사적으로 깔끔하게 음악 한 사람도 별로 없어요,0,0.72970927,1.0
2783,도끼형 화이팅!,0,0.7133162,1.0
2784,도대체가 무슨내용인지...뭘 말하려고 하는지..작가의 의도를 모르겠음!..~ㅠ,0,0.65821296,1.0
2785,도박맞는데 왜감싸지 자숙하고 반성한다는데 그게맞는거지,0,0.5467835,1.0
2786,도박의 처벌기준부터 확인해보자. 상습적이고 고액이다. 얼마나큰돈을 얼마나 자주했나? 소득기준으로 적용한다. 근데 재미삼아 한 내기에 돌려준게 도덕적으로 문제가 되는 도박이냐구!!!!1박2일 돌려내라 당장!!!!!,0,0.25631693,0.0
2787,도희가 없어서 긍가,0,0.19195366,0.0
2788,독과점의 결과,0,0.117180936,0.0
2789,독끼..나이는.어리지만 멋지네..,0,0.9819225,1.0
2790,"독보적 캐릭터에 끼 많고 지금까지도 한국에 없는 캐릭, 언니 화이팅!!",0,0.16710041,0.0
2791,돈 스파이크 빼고는 다 비호감 출연진들이라 시청할 생각 없음,0,0.12169964,0.0
2792,돈 엄청 벌었죠. 대기업만 다니던 사람임,0,0.14152874,0.0
2793,돈 있으면 결혼할수있다 근데 ᆢ,0,0.14162266,0.0
2794,돈도 능력이고 미모도 능력임다. 둘다 부럽네요.,0,0.17880644,0.0
2795,돈많으면 쓰던거 버리고 새것 사야지.. 잘했어 용대야..,0,0.3201239,0.0
2796,돈이전부는 아니라지만 첫째가 돈이 먼저지 이세상 에는 돈으로 세상을사니ㅠ,0,0.5382944,1.0
2797,돌아가서 다시만나고 우진 주혁은 장인을 살리겠지...장모도 미리 병원 대려갈려나??그리고 잠에서 깬후 장모 장인 주혁 애기들과 함께 행복한 웃음 지으면서 엔딩하겠지...?,0,0.17774852,0.0
2798,돌아가셨대요 친구부모님이 지인이라 이미 장례식장 가계시구요 오보아니래요~,0,0.1336385,0.0
2799,돌아오면 받아들일수 있다..어서 함정에서 빠져나와라,0,0.21426289,0.0
2800,돌았나~?? 이경아...ㅜㅜ,0,0.18480562,0.0
2801,동거하고 결혼해라 제발~ 주위사람들한테 민폐끼치고 엄한 자식만들어 고생시키지말고 사계절은 살아보고 결혼하길,0,0.9445109,1.0
2802,동미님 화이팅 힘내세요,0,0.12723944,0.0
2803,동백꽃이 얼마나 재밌었는지 알겠다,0,0.8326961,1.0
2804,동백엄마가 동백이 지장찍어간건 멀까요? 대출 이런거라면... 함안댁 미워ㅜㅜ,0,0.7516884,1.0
2805,동생 태어나면 관심을 자기쪽으로 가져오려고 유독 더 까불고 둘째는 이미 강자가 버티고 있기때문에 상대적으로 얌전한편이더라.윌리엄도 아직 애기인데 벌써 동생이 있으니 관심받고 싶겠지,0,0.5913726,1.0
2806,동생이 착하네...,0,0.16090076,0.0
2807,동성이면 어떻고 연상이면 어때 둘이 좋다는데 쓸데없는 일이 에너미 쓰지 말고 날 추워지는데 취약계층과 유기동물 걱정이나 합시다,0,0.6172543,1.0
2808,동시간대에 JTBC에서 비긴어게인2도 같이함 ㅋㅋ,0,0.12501438,0.0
2809,동윤아 사랑해♡앞으로의 연기 더 기대할께ㅋ35세 아이둘줌마가,0,0.11243437,0.0
2810,"됐고,,,우리 다니엘 오빠 오늘 지상파 뮤뱅 1등❤️많이 많이 축하해 다녤 평생 꽃길만 걷자",0,0.43716404,0.0
2811,되게 괜찮은 배우네.,0,0.16641414,0.0
2812,되게 좋은데 굳이 결혼이란 제도에 묶이지 않더라도 사랑하고 아끼면서 살면 그게 가족이지 뭐,0,0.14191264,0.0
2813,될놈 될,0,0.64124274,1.0
2814,두 사람 사이에 이승환 공이 큰데...이승환 언급은 없었나 보네요,0,0.12038247,0.0
2815,두 사람의 멜로물을 보고 싶었는데 아니었으면 좋겠다...,0,0.12020156,0.0
2816,두분 기대해도 될까요?^^,0,0.109697305,0.0
2817,두분 다 응원합니다 화이팅!!!,0,0.107322894,0.0
2818,두분 어울리네요,0,0.110734455,0.0
2819,두분 잘어울리는데요..,0,0.11871859,0.0
2820,두분의 사랑 응원합니다!예쁜 사랑하세요~~~^^♡,0,0.11024721,0.0
2821,두사람 보기좋아요. 키스 이제부터 하면 돼지.,0,0.13747445,0.0
2822,두사람을 굳이 엮어야 했나요 처음부터 정말 재밌게 보는데 끝으로 갈수록 ㅠ,0,0.16247138,0.0
2823,두자매 비호감,0,0.76403475,1.0
2824,둘 다 완전 멋지고 예뿌다ㅜㅜ 근데.. 음.... 효린 기사는 왜 안나올까요? 잔나비도 글쿠.... 음......,0,0.14570312,0.0
2825,둘다 같은소속산데.. 소속사가 바보가 아니라면 중재하지 않을까싶다.. 그러다 안되서 마무리라도 잘 해주려했겠지.. 구혜선이 쓴 글을 보면 마치 자기는 소속사가 없는 사람처럼 써놨다,0,0.6866357,1.0
2826,둘다 관심도 없는데ㅋㅋㅋ기사난게 신기하다,0,0.81808394,1.0
2827,둘다 누군지 진심 모름.,0,0.85278845,1.0
2828,둘다 미혼이세요?윤세아는 미혼이라는걸알겠는데 파국이아저씨가 미혼이셨구나또 션샤인 통역아저씨와 헷갈려서...,0,0.70151937,1.0
2829,둘다 진심 멋지다 행복하시길~,0,0.9727802,1.0
2830,둘다모르지만 안재현씨 힘내세요.이혼은 힘들지만 찢어지지만 망가지지 맙시다.,0,0.84407336,1.0
2831,둘다모름 유빈인가 하는사람은 백지영 데려가지않았나,0,0.77676886,1.0
2832,둘이 껴서 재밌는건 사실인데 다른 예능이랑 ㅇ이제 별반차이가없다ㅏ..,0,0.23528303,0.0
2833,둘이 남매관계 아녀? 친남매는 아니더라도,0,0.84635663,1.0
2834,둘이 너무 잘 어우리네요,0,0.26226732,0.0
2835,둘이 넘 이뻤는데 늘 응원합니다~힘내세요!!!,0,0.11562549,0.0
2836,둘이 농담이였음 와전쩌네,0,0.14831235,0.0
2837,둘이 사겨요?,0,0.14053741,0.0
2838,둘이 사귀겠다,0,0.14787498,0.0
2839,둘이 사귀는구나 ㅠㅠㅠㅠㅠㅠㅠ 잘어울리는데 너무부럽다,0,0.74591094,1.0
2840,둘이 사귀면 될듯ㅎㅎ 잘어울림,0,0.13151795,0.0
2841,둘이 사귀어라,0,0.8313614,1.0
2842,둘이 소속사까지.... 두 커플 응원하긴 한다만 나중에 헤어지면 어쩌려고,0,0.15610626,0.0
2843,둘이 재밋더라 ‼️‼️,0,0.8513225,1.0
2844,둘이 천생연분같음 ~^^,0,0.7410394,1.0
2845,둘이넘 설레설레,0,0.14095183,0.0
2846,둘째는 다둥이가 아닙니다,0,0.392963,0.0
2847,둘째는 딸 낳아요 형님,0,0.12639005,0.0
2848,듀엣쇼는 케이윌 팀을 위한 거라고 본다. 진짜 너무 아쉬웠다.,0,0.12455749,0.0
2849,드뎌 김종국 짝을 만나듯 이제 남자답게 고백만 남았다,0,0.5467261,1.0
2850,드디어 돌아오는구나 ㅠㅠ 기다렸어요ㅠㅠ,0,0.15580952,0.0
2851,드라마 끝나도 사형제같은 의리 우정 너무 보기 좋네요,0,0.12284558,0.0
2852,드라마 성공은 곧 열애설이라더니 노회찬 의원 사망 덮으려고 또 이런 짓을!,0,0.81720024,1.0
2853,드라마 학교에서 여주인공이였어요^^ 반장이였던거같아요,0,0.1317938,0.0
2854,드라마가 선을 넘었어. 현실에 있는거 다 갖다가 짬뽕하면 맛있을 줄 알았나.,0,0.13751973,0.0
2855,드라마는 드라마로 보는것도 좋치요..다음주 벌써부터 기대되네요..ㅜ,0,0.11993729,0.0
2856,드라마는 연장하면 잼 없어요 선희와송기장이해피앤딩되게해주세요,0,0.12482111,0.0
2857,드라마도 너무 재미있고 현빈 보면서 정말 행복함 그 잘생긴 외모에 연기력까지 겸비한 현빈은 넘사벽 오늘 연기도 정말 미쳤어 내일 제발 해피엔딩으로 마무리 지어주세요,0,0.18743256,0.0
2858,드라마를 안봐서 모르겠지만 대충보니 아저씨가 어린여자와 연애하는 드라마인가?? 어쨋든 이 드라마가 대중들에게 잘 어필해서 아저씨들도 당당하게 어린 여자와 만날 수 있는 그런 계기가 되었으면 하네요,0,0.676255,1.0
2859,드라마에서는 영재가 어머니를 자살로 이끌었죠 아마?,0,0.15788853,0.0
2860,드라마에서봐요하트시그널 팬이였는데힘내세요,0,0.11809891,0.0
2861,드라마작가들은 서로서로베끼기하는듯 왜이리진부하고 뻔히 전개와결말이 예상된다,0,0.6041913,1.0
2862,드아악~~ 희대의 실수닷~~검색어 보고 들왔는뎅~,0,0.34960434,0.0
2863,"디스패치 젓댓네,사실확인도 않하고 허위사실유포하고 저거 소송하면 합의금 장난아니것네",0,0.3904209,0.0
2864,딘 넘 잘생김~♡,0,0.13719457,0.0
2865,딘딘해서 좋아 넘 좋아 딘딘해,0,0.12232418,0.0
2866,딱 결혼각인데...ㅋ,0,0.12938325,0.0
2867,딱보면 부사장 숨겨논 딸이지... 그러니 와이프가 기다리는데 간거고,0,0.70146847,1.0
2868,딱봐도 엄마 닮았네요,0,0.7220788,1.0
2869,딸 예뻤는데??뭐징?,0,0.13046522,0.0
2870,딸 정말 매력있어보입니다~~ 모델로 자랄 듯.,0,0.7681688,1.0
2871,딸같은건 오버 아닌가? 어디가 딸같다는 건지..,0,0.8944307,1.0
2872,딸도 엄청 이쁠거 같아요 주차가족도 즐추하세요,0,0.4004032,0.0
2873,딸들이 다 이쁘네,0,0.6320261,1.0
2874,딸아 엄마 걱정시키 좀 마라..에휴,0,0.53383577,1.0
2875,딸인걸로 알고있는데ㅡㅡ,0,0.14698148,0.0
2876,또 시청률 떨어졋나보네 우효광 카드 꺼내는거보니,0,0.16783209,0.0
2877,또 이러고 있네,0,0.13591406,0.0
2878,똑같은 배우 똑같은 연기 똑같은 캐릭터 한국 드라마는 진짜 발전이 없다 새로울것도 없고,0,0.13425463,0.0
2879,똑똑하고 겸손한 알베르토.,0,0.91425025,1.0
2880,라디오 듣는 느낌같아 좋았다...,0,0.11584993,0.0
2881,라이머와 시청률을 바꾸는격,0,0.12005073,0.0
2882,라이언도 좋지만 예원 선곡도 퍼펙트,0,0.12658226,0.0
2883,래퍼와 남배우의 만남이구나,0,0.15295638,0.0
2884,"랩퍼면 랩이나 잘하면 되고 가수면 노래만 잘하면 된다. 되도 않는 머리로 정치질하려니까. 안되는거지.. 지금의 김종국, 백지영 선배가수를 봐라. 죽을듯한 고통을이기고 노래로 승부하여 다시일어났다.",0,0.67820346,1.0
2885,런닝맨 나만 안보나? 6관왕? 재밌나?,0,0.12759456,0.0
2886,럴수럴수 이럴수!구리구리 양동근ㅋ축하합니다ㅎㅎ,0,0.13285314,0.0
2887,레디가 효은보다 못했다고?,0,0.15746468,0.0
2888,레이디 제인이랑 헤어지고 잘언풀리는것같음 쌈디는,0,0.18764383,0.0
2889,로또사러갔다가 인생 로또 맞았네요 장동윤배우 앞으로 응원합니다♥,0,0.12010225,0.0
2890,로이킴 나오는 줄 알았으면 보는 건데 ㅜㅜ. 윤건 별로라 걸렀더니 ㅜㅜ,0,0.511579,1.0
2891,"로이킴도 똑같다면, 유유상종 이다. 그래도 로이는 아니었음 좋겠다.",0,0.123101674,0.0
2892,로이킴은 아니라며... 아니라며!!,0,0.11256625,0.0
2893,로이킴을위해서라도 정준영 로이킴 먼지가되어 영상도 삭제해야함 흑역사임 ㅠㅠ,0,0.14358886,0.0
2894,로코 대사를 잘 못 살려 연기가 재미가 없음ㅜㅜ,0,0.13198285,0.0
2895,로코퀸 쌍두마차 서현진 박민영!!!,0,0.12758586,0.0
2896,루머가 있었구나..,0,0.11895876,0.0
2897,"룸메이트와 이불 밖은 위험해를 적절히 섞었네! 아무리 김준수가 출연해도 박명수, 노홍철이면 망삘인데...!!!",0,0.6450474,1.0
